time_s,frame_index,tag_detected,tag_count,tag_id,lateral_offset_cm,lateral_offset_px,lateral_offset_norm,yaw_error_deg,center_x_px,center_y_px,tag_width_px,mega_time_s,mega_age_s,motion_state,last_command,mega_event,mega_heading_error_deg,mega_control_error_deg,mega_correction_rpm,mega_left_rpm,mega_right_rpm,mega_last_line
17.776,476,0,0,,,,,,,,,17.698,0.078,MOVING,FORWARD,ACK:FORWARD,0.480,0.000,0.000,25.000,25.000,"TEL:H=0.48,E=0.00,C=0.00,L=25.00,R=25.00"
17.808,477,0,0,,,,,,,,,17.698,0.110,MOVING,FORWARD,ACK:FORWARD,0.480,0.000,0.000,25.000,25.000,"TEL:H=0.48,E=0.00,C=0.00,L=25.00,R=25.00"
17.840,478,0,0,,,,,,,,,17.698,0.142,MOVING,FORWARD,ACK:FORWARD,0.480,0.000,0.000,25.000,25.000,"TEL:H=0.48,E=0.00,C=0.00,L=25.00,R=25.00"
17.876,479,0,0,,,,,,,,,17.698,0.178,MOVING,FORWARD,ACK:FORWARD,0.480,0.000,0.000,25.000,25.000,"TEL:H=0.48,E=0.00,C=0.00,L=25.00,R=25.00"
17.908,480,0,0,,,,,,,,,17.900,0.008,MOVING,FORWARD,ACK:FORWARD,0.400,0.000,0.000,25.000,25.000,"TEL:H=0.40,E=0.00,C=0.00,L=25.00,R=25.00"
17.944,481,0,0,,,,,,,,,17.900,0.044,MOVING,FORWARD,ACK:FORWARD,0.400,0.000,0.000,25.000,25.000,"TEL:H=0.40,E=0.00,C=0.00,L=25.00,R=25.00"
17.976,482,0,0,,,,,,,,,17.900,0.076,MOVING,FORWARD,ACK:FORWARD,0.400,0.000,0.000,25.000,25.000,"TEL:H=0.40,E=0.00,C=0.00,L=25.00,R=25.00"
18.008,483,0,0,,,,,,,,,17.900,0.108,MOVING,FORWARD,ACK:FORWARD,0.400,0.000,0.000,25.000,25.000,"TEL:H=0.40,E=0.00,C=0.00,L=25.00,R=25.00"
18.044,484,0,0,,,,,,,,,17.900,0.144,MOVING,FORWARD,ACK:FORWARD,0.400,0.000,0.000,25.000,25.000,"TEL:H=0.40,E=0.00,C=0.00,L=25.00,R=25.00"
18.075,485,0,0,,,,,,,,,17.900,0.176,MOVING,FORWARD,ACK:FORWARD,0.400,0.000,0.000,25.000,25.000,"TEL:H=0.40,E=0.00,C=0.00,L=25.00,R=25.00"
18.112,486,0,0,,,,,,,,,18.101,0.011,MOVING,FORWARD,ACK:FORWARD,0.420,0.000,0.000,25.000,25.000,"TEL:H=0.42,E=0.00,C=0.00,L=25.00,R=25.00"
18.144,487,0,0,,,,,,,,,18.101,0.043,MOVING,FORWARD,ACK:FORWARD,0.420,0.000,0.000,25.000,25.000,"TEL:H=0.42,E=0.00,C=0.00,L=25.00,R=25.00"
18.176,488,0,0,,,,,,,,,18.101,0.075,MOVING,FORWARD,ACK:FORWARD,0.420,0.000,0.000,25.000,25.000,"TEL:H=0.42,E=0.00,C=0.00,L=25.00,R=25.00"
18.212,489,0,0,,,,,,,,,18.101,0.111,MOVING,FORWARD,ACK:FORWARD,0.420,0.000,0.000,25.000,25.000,"TEL:H=0.42,E=0.00,C=0.00,L=25.00,R=25.00"
18.243,490,0,0,,,,,,,,,18.101,0.142,MOVING,FORWARD,ACK:FORWARD,0.420,0.000,0.000,25.000,25.000,"TEL:H=0.42,E=0.00,C=0.00,L=25.00,R=25.00"
18.276,491,0,0,,,,,,,,,18.101,0.175,MOVING,FORWARD,ACK:FORWARD,0.420,0.000,0.000,25.000,25.000,"TEL:H=0.42,E=0.00,C=0.00,L=25.00,R=25.00"
18.312,492,0,0,,,,,,,,,18.303,0.009,MOVING,FORWARD,ACK:FORWARD,0.470,0.000,0.000,25.000,25.000,"TEL:H=0.47,E=0.00,C=0.00,L=25.00,R=25.00"
18.344,493,0,0,,,,,,,,,18.303,0.041,MOVING,FORWARD,ACK:FORWARD,0.470,0.000,0.000,25.000,25.000,"TEL:H=0.47,E=0.00,C=0.00,L=25.00,R=25.00"
18.380,494,0,0,,,,,,,,,18.303,0.077,MOVING,FORWARD,ACK:FORWARD,0.470,0.000,0.000,25.000,25.000,"TEL:H=0.47,E=0.00,C=0.00,L=25.00,R=25.00"
18.412,495,0,0,,,,,,,,,18.303,0.109,MOVING,FORWARD,ACK:FORWARD,0.470,0.000,0.000,25.000,25.000,"TEL:H=0.47,E=0.00,C=0.00,L=25.00,R=25.00"
18.444,496,0,0,,,,,,,,,18.303,0.141,MOVING,FORWARD,ACK:FORWARD,0.470,0.000,0.000,25.000,25.000,"TEL:H=0.47,E=0.00,C=0.00,L=25.00,R=25.00"
18.480,497,0,0,,,,,,,,,18.303,0.177,MOVING,FORWARD,ACK:FORWARD,0.470,0.000,0.000,25.000,25.000,"TEL:H=0.47,E=0.00,C=0.00,L=25.00,R=25.00"
